Sigla da IES,Ano,Código da Área,Área de Avaliação,CPC Contínuo,CPC Faixa
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.195,3
UNA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5993,3
UNA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1076,4
UTP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2173,4
FMU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9272,3
UNAMA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8168,3
UNI-ANHANGÜERA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3579,4
UCDB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2458,4
FRB WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4.1191,5
UNIT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2007,3
UNIT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8031,3
UNICEUB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7104,3
UNICEUB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5148,3
UCB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7222,3
UCB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.076,4
FASP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNICID,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2086,4
UNICID,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4054,3
UNIMAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2306,4
FACCAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.998,3
FASM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8447,2
UNIPAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4411,3
UNIPAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7754,3
UNIRITTER,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5384,4
UNIRITTER,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5162,4
UNIRITTER,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3119,3
ULBRA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7676,3
ULBRA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.582,4
ULBRA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0133,4
UNISANT'ANNA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.4171,2
UAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5069,3
UAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8093,3
UNIGRANRIO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5203,4
UNIFRAN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6149,3
CSJT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.495,4
UDF,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1783,4
UCSAL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.9206,2
UMC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3905,3
UMC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5165,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8852,3
PUC GOIÁS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9736,4
UNIFOR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9669,4
UFRN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3843,4
UFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8522,3
UFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0657,4
UFF,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2496,4
UTFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7156,3
UTFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9756,4
UTFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0722,4
UTFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3248,4
UTFPR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4.1956,5
IFBA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.6875,4
IFBA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.46,4
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8741,3
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0206,4
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9036,3
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4.0084,5
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7676,3
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.9697,5
IFRS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4777,4
UNILASALLE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7997,3
FAZU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8462,2
UNITAU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.3964,2
UFMS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4235,4
FSJ,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3885,3
UNP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIRG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.0199,2
ETEP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.0245,3
ESTÁCIO SÃO PAULO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIVAG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4.0775,5
UNICARIOCA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.532,4
UNICARIOCA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5184,4
UNICARIOCA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4848,4
UNICARIOCA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.6407,4
FIA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8892,2
FCTFOR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8305,2
FPPD,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1165,3
FIAP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3256,4
FIAP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.6602,4
FIAP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4.1127,5
FESCG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.78,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5642,3
FATEC/TQ,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3667,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5826,3
UNIVATES,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0583,4
UP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.455,3
UP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0119,4
UP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3759,3
UP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6001,3
IESB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0648,4
IESB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2829,3
IESB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.865,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6343,3
IFRN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1284,4
IFRN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.8062,4
Estácio FIC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.616,3
Estácio FIC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4933,3
UNORP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UCAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8244,2
IFPB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3643,4
IFPB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4702,4
UNIJORGE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6831,3
MÓDULO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6486,3
UNICESUMAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.7764,4
UNICESUMAR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7883,3
UNIANDRADE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
FANAP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8797,3
UniFBV WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
ESTÁCIO RIBEIRÃO PRE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7381,3
FAI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.6248,2
CAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9683,4
IF Goiano,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2115,4
IF Goiano,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5435,3
COTEMIG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1076,3
FUNEC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2061,3
FAVIC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.435,3
UNASP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7376,3
FMF WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.664,3
FIPEP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UCL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4119,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNITOLEDO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4341,4
UNICURITIBA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.597,4
UNINORTE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3383,4
FACI WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8768,3
ESBAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8812,3
UNIPLAN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8303,2
FUCAMP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.5627,2
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIASSELVI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8503,3
UNINTER,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.687,3
UNINTER,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8659,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.232,4
FAPRO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0653,4
ESTÁCIO BH,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0592,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4936,3
F.V.C.,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2576,3
UNIRON,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
FADEP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9124,3
UNIPROJEÇÃO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.1406,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.069,3
ESAMC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7055,3
IFSul,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6945,3
FATEC-ID,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5564,3
FATEC GT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6217,3
UNA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3468,4
FCC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.7879,2
FAPRO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7722,3
UNILEÃO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4108,4
CSET DRUMMOND,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3672,4
CSET DRUMMOND,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.6928,2
FATEC OSWALDO CRUZ,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.312,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
UNIFANOR WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.8501,4
FAMEG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5728,3
AIEC / FAAB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.6903,2
IFES,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3094,3
IFES,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8021,3
IFES,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2671,3
IFPE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.582,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7027,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2376,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.3314,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5007,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4797,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8498,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.56,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7455,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2744,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5595,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.4576,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7902,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2775,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8793,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5241,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2296,4
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2749,3
IFSP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0274,4
IFG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.6746,2
IFG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5877,3
IFG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9205,3
IFG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1853,3
IFG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.353,3
IFAM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7878,3
IFPA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.45,3
IFPA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1138,3
IFPI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.416,3
IFPI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1525,3
IFPI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4455,3
UNILINS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.851,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.2863,2
FATEC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6977,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.7144,3
ENIAC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9394,3
ENIAC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
IBRATEC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8739,2
SENAI DE JOINVILLE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.4238,2
CET BLUMENAU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5408,3
FAT/AL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.049,3
FAMETRO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.6097,4
FACIG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8145,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.2648,4
FVS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5517,4
FACEMP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5612,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4684,3
FACITEC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.5801,2
FACAM-MA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1897,3
FATO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8257,2
UNIMETROCAMP WYDEN,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1937,3
FMB,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.224,3
FAAO,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6058,3
ESTÁCIO DE NATAL,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.9341,2
FAE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1832,3
FATE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9014,3
FATE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2838,3
UNIABEU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.249,3
IBTA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8217,2
FATENE,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.1325,3
UNINASSAU,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.4816,3
FADERGS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9633,4
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.929,3
SENAI -SC - CTAI,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.5308,3
IFSC,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.5921,4
IFMT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8751,2
IFTM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.554,3
IFTM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6551,3
IFTM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.6262,3
IFTM,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.3067,2
UEA,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.9055,3
IFRR,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.8438,2
IFNMG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.2336,3
IFNMG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.3331,3
IFMG,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,,SC
SENAC FLORIANÓPOLIS,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1.5933,2
FTT,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.0899,4
IESCAMP,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,2.8079,3
,2017,72,TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3.056,4
